text,labels
"interessos principals: desconnexió, relax, spa. hobbies: desconnexió, relax, spa. interessos: desconnexió, relax, spa. wishlist productes: manta suau, coixí cervical, espelmes aromàtiques. tags rellevants: spa, relax, desconnexió, descans. descripcions productes: coses per relaxar-se. pressupost orientatiu: 100",wellbeing_relaxation
"interessos principals: sneakers, moda. wishlist títols: aniversari. wishlist productes: mini consola retro, figura de Link, sneakers Adidas, sabatilles Nike, sabates casual, espelma, amiibo. tags rellevants: . descripcions productes: idees de sneakers, objectes de col·lecció relacionats amb videojocs. pressupost orientatiu: 20","gaming_collectibles,fashion_sneakers"
"wishlist productes: gorra, estoreta fitness, llum bicicleta, peses 3kg, llibre pendent, guants de gimnàs, bossa sillín, bidó ciclisme, guants ciclisme, bossa petita. descripcions wishlist: accessoris per bicicleta, producte pendent de revisar, material per sortir en bici. interessos principals: entrenament, gimnàs, ciclisme, fitness, amazon, força, BTT, cap de setmana. pressupost orientatiu: 75","sports_cycling,sports_gym"
"interessos principals: força, entrenament. hobbies: força, entrenament. interessos: força, entrenament. wishlist productes: estoreta fitness, banda elàstica, peses 3kg, mitjons. tags rellevants: gim, força, fitness, entrenament. descripcions productes: material per entrenar a casa. pressupost orientatiu: 20",sports_gym
"interessos: videojocs, PC gaming, Steam, gaming, consoles. wishlist títols: llista regals, idees regal. wishlist productes: Hollow Knight Silksong, DLC videojoc, targeta regal Steam, joc de PS5, joc de Nintendo Switch, llibre pendent. tags rellevants: videojocs, steam, switch, jocs. descripcions productes: jocs que vull que em regalin",gaming_games
"interessos principals: equip, futbol, esport. descripcions wishlist: material esportiu d'equip. wishlist productes: samarreta del Barça, bufanda equip, pilota futbol, targeta regal. pressupost orientatiu: 100",sports_team
"interessos principals: running, córrer, trail, marató. descripcions wishlist: material de running, equipament per sortir a córrer. wishlist productes: mitjons tècnics, armilla running, ronyonera esportiva, sabatilles running, caixa sorpresa. pressupost orientatiu: 20",sports_running
"hobbies: muntanya, running. wishlist productes: ronyonera esportiva, armilla running, mitjons tècnics. tags rellevants: running, senderisme, córrer. pressupost orientatiu: 20","outdoor_hiking,sports_running"
"hobbies: festivals, música en directe, concerts. wishlist productes: entrada concert, concert acústic, abonament festival. tags rellevants: festival, música en directe. pressupost orientatiu: 40",music_live_events
"interessos principals: música en directe, festivals, concerts. descripcions wishlist: plans de música en directe, entrades i experiències musicals. wishlist productes: entrada concert, concert acústic, abonament festival. pressupost orientatiu: 20",music_live_events
"interessos principals: entrenament, força, gimnàs. hobbies: entrenament, força, gimnàs. interessos: entrenament, força, gimnàs. wishlist productes: estoreta fitness, guants de gimnàs, peses 3kg. tags rellevants: gim, fitness. descripcions productes: accessoris de gimnàs. pressupost orientatiu: 20",sports_gym
"interessos principals: mòbils, estil, moda, instagram, tecnologia, accessoris, regals, fotografia mòbil, youtube. wishlist títols: idees regal, cumple, coses que m'agraden. wishlist productes: mitjons, gorra, bossa, barret, carregador ràpid, funda mòbil, detall personalitzat. tags rellevants: accessori, moda, smartphone, usb-c, idea, mòbil. descripcions productes: complements per carregar i protegir el mòbil, opcio flexible dins del pressupost, accessoris per al telèfon. pressupost orientatiu: 10",tech_mobile
"hobbies: ciclisme, amics, gravel. interessos: ciclisme, amics, gravel. productes: guants ciclisme, bidó ciclisme, llum bicicleta. tags: bici, ciclisme, bicicleta, barat, BTT. notes: opcio flexible dins del pressupost, accessoris per bicicleta, material per sortir en bici",sports_cycling
"interessos principals: festivals, música en directe, concerts. hobbies: festivals, música en directe, concerts. interessos: festivals, música en directe, concerts. wishlist productes: concert acústic, abonament festival, entrada concert. tags rellevants: festival, concert, música en directe. descripcions productes: entrades i experiències musicals. pressupost orientatiu: 15",music_live_events
"hobbies: te, cafè, gastronomia. interessos: te, cafè, gastronomia. productes: mitjons, organitzador, concert acústic, oli d'oliva premium, pack gourmet, abonament festival, entrada concert, espelma, xocolata artesanal. tags: zara, música en directe, accessori, delicatessen, festival. notes: m agrada pero no es imprescindible, entrades i experiències musicals, experiències gastronòmiques, coses que m agraden pero no se exactament que comprar","music_live_events,cooking_gourmet"
"wishlist productes: gorra, oli d'oliva premium, bossa petita, manta suau, xocolata artesanal, pack gourmet, coixí cervical, difusor aromes, tassa amistat, espelmes aromàtiques. descripcions wishlist: experiències gastronòmiques, productes gourmet, regals per descansar, producte pendent de revisar, opcio flexible dins del pressupost. interessos principals: cap de setmana, gastronomia, sorpreses, spa, youtube. pressupost orientatiu: 50",wellbeing_relaxation
"interessos principals: casa intel·ligent, gadgets, domòtica, tecnologia, informàtica. descripcions wishlist: dispositius per a la llar intel·ligent. wishlist productes: powerbank, smartwatch, mini impressora, bombeta intel·ligent, localitzador bluetooth. pressupost orientatiu: 75","tech_smart_home,tech_gadgets"
"interessos: benestar, relax, descans. wishlist títols: llista regals, idees nadal. wishlist productes: manta suau, kit autocura, set skincare, espelmes aromàtiques, crema mans, organitzador. tags rellevants: descans, benestar, skincare, spa, autocura, accessori. descripcions productes: productes d'autocura","wellbeing_relaxation,wellbeing_selfcare"
"interessos principals: aventura, outdoor. descripcions wishlist: experiències d'aventura, plans actius i diferents. wishlist productes: parc aventura, via ferrada, kayak, bateig escalada, gorra. pressupost orientatiu: 20",experiences_adventure
"interessos principals: àudio, música, concerts, cinema, música en directe. hobbies: àudio, música, concerts, cinema, música en directe. interessos: àudio, música, concerts, cinema, música en directe. wishlist productes: concert acústic, barra de so, altaveu portàtil. tags rellevants: música en directe, podcast, bluetooth, festival. descripcions productes: accessoris per escoltar música i podcasts, entrades i experiències musicals, millorar la qualitat de so. pressupost orientatiu: 30","tech_audio,music_live_events"
"interessos principals: piscina, Star Wars, Marvel, nedar, fandom, cinema. wishlist títols: cumple, aniversari. wishlist productes: pull buoy, figura Marvel, samarreta Star Wars, caixa sorpresa, tovallola microfibra, Funko Pop. tags rellevants: fandom, piscina, nedar, merch. descripcions productes: material per entrenar natació, accessoris per piscina, figures i objectes de fandom. pressupost orientatiu: 100",sports_swimming
"hobbies: guitarra, tocar música. wishlist productes: partitures, afinador, suport guitarra, pues guitarra. tags rellevants: piano, instrument, guitarra. pressupost orientatiu: 50",music_instruments
"wishlist productes: powerbank, mini impressora, espelma, localitzador bluetooth, bossa sillín, manga Berserk, llum intel·ligent. descripcions wishlist: accessoris per bicicleta, material per sortir en bici, petits dispositius tecnològics. interessos principals: anime, novel·la gràfica, gravel, manga, domòtica, bicicleta, cumple. pressupost orientatiu: 20","sports_cycling,books_comics,tech_gadgets"
"interessos: gaming, PC, videojocs. wishlist títols: coses que m'agraden, idees regal. wishlist productes: alfombreta XXL, suport auriculars, comandament bluetooth, teclat gaming. tags rellevants: gaming, setup. descripcions productes: perifèrics per jugar millor, accessoris per millorar el setup de joc",gaming_accessories
"interessos principals: road trips, rutes. hobbies: road trips, rutes. interessos: road trips, rutes. wishlist productes: mapa rascable, adaptador universal, organitzador de maleta, motxilla de viatge. tags rellevants: viatge, escapada, maleta, amazon. descripcions productes: accessoris útils per viatjar, idees per escapades i viatges. pressupost orientatiu: 100",outdoor_travel
"interessos principals: relax, desconnexió. descripcions wishlist: coses per relaxar-se. wishlist productes: manta suau, coixí cervical, espelmes aromàtiques, difusor aromes. pressupost orientatiu: 25",wellbeing_relaxation
"interessos principals: amics, natura, acampades, youtube, muntanya, plans. wishlist títols: aniversari, idees nadal, idees regal. wishlist productes: tenda de campanya, estoreta inflable, pack sorpresa, llibre pendent, bossa petita, frontal LED, cantimplora. tags rellevants: cumple, camping, sorpresa, natura, tenda, acampada. descripcions productes: . pressupost orientatiu: 40",outdoor_camping
"hobbies: muntanya, excursions, trekking, senderisme, camping. wishlist productes: motxilla trekking, sac de dormir, cantimplora, botes de muntanya, jaqueta impermeable. tags rellevants: excursions, muntanya, acampada. pressupost orientatiu: 30","outdoor_hiking,outdoor_camping"
"hobbies: tecnologia, domòtica. wishlist productes: bombeta intel·ligent, sensor de moviment, altaveu intel·ligent, pack sorpresa. tags rellevants: automatització, domòtica, smart home. pressupost orientatiu: 75",tech_smart_home
"hobbies: cuina, muntanya, regals, youtube, excursions, restaurants, zara, gastronomia. interessos: cuina, muntanya, regals, youtube, excursions, restaurants, zara, gastronomia. productes: botes de muntanya, peses 3kg, estoreta fitness, classe de cuina, motxilla trekking. tags: . notes: experiències gastronòmiques, producte pendent de revisar","sports_gym,outdoor_hiking"
"interessos principals: tecnologia, negoci, productivitat, lectura tècnica. descripcions wishlist: llibres tècnics per aprendre, manuals de programació i enginyeria, accessoris per estudiar o programar. wishlist productes: llum d'escriptori, Clean Code, teclat mecànic, ratolí ergonòmic, manual de productivitat, llibre d'arquitectura software, caixa sorpresa. pressupost orientatiu: 40","books_technical,tech_productivity"
"setup gaming, sortir, moda, sorpreses, amazon. coses que li agraden: cinturó, comandament bluetooth, alfombreta XXL, cartera. tags rellevants: perifèrics, amic invisible, bossa, complement, zara, accessoris, accessori, nadal. complements de moda, llistat provisional amb idees variades, coses que m agraden pero no se exactament que comprar, accessoris personals, m agrada pero no es imprescindible",gaming_accessories
"hobbies: festivals, plans, casa, cafè, youtube, skincare. interessos: festivals, plans, casa, cafè, youtube, skincare. productes: oli d'oliva premium, altaveu intel·ligent, set skincare, endoll intel·ligent, detall personalitzat, sals de bany, bossa petita, cafè especialitat, xocolata artesanal, targeta regal. tags: . notes: experiències gastronòmiques","cooking_gourmet,music_live_events,tech_smart_home"
"interessos principals: sorpreses, guitarra, piano, regals, rutes, tocar música, road trips, música, sortir. wishlist títols: coses que m'agraden, cumple. wishlist productes: motxilla de viatge, pues guitarra, mapa rascable, gorra, partitures. tags rellevants: . descripcions productes: material per instruments. pressupost orientatiu: 40","outdoor_travel,music_instruments"
"interessos principals: gaming, videojocs. hobbies: gaming, videojocs. interessos: gaming, videojocs. wishlist productes: tassa videojocs, pòster gaming, dessuadora Playstation. tags rellevants: poster, merch, regal. descripcions productes: marxandatge de videojocs. pressupost orientatiu: 20",gaming_merch
"interessos: fitness, pilates, salut, ioga. wishlist títols: cumple, aniversari. wishlist productes: ampolla fitness, estoreta ioga, bloc ioga, rodet massatge, gorra. tags rellevants: salut, ioga, pilates, fitness. descripcions productes: material per cuidar el cos, benestar actiu",wellbeing_fitness
"interessos: muntanya, trekking, excursions. wishlist títols: coses que m'agraden. wishlist productes: botes de muntanya, bastons de senderisme, motxilla trekking. tags rellevants: muntanya, excursions. descripcions productes: equipament per caminar per muntanya, material per fer excursions",outdoor_hiking
"interessos principals: cinema, podcasts, tecnologia, festivals, àudio. descripcions wishlist: entrades i experiències musicals. wishlist productes: entrada concert, barra de so, concert acústic, altaveu portàtil. pressupost orientatiu: 100","tech_audio,music_live_events"
"interessos principals: còmic, sèries, Star Wars, novel·la gràfica. descripcions wishlist: còmics i manga pendents, novel·les gràfiques, figures i objectes de fandom. wishlist productes: tassa Ghibli, figura Marvel, pòster anime, còmic Marvel, novel·la gràfica, pack sorpresa. pressupost orientatiu: 75","books_comics,entertainment_merch"
"hobbies: tecnologia, música. wishlist productes: DAC portàtil, barra de so, auriculars bluetooth, caixa sorpresa. tags rellevants: audio, bluetooth, auriculars. pressupost orientatiu: 25",tech_audio
"interessos: negoci, aprendre, estudiar, productivitat, tecnologia. wishlist títols: wishlist, idees regal. wishlist productes: llibre d'arquitectura software, hub USB-C, suport de portàtil, llibre de Kotlin, Clean Code, manual de productivitat, teclat mecànic, mitjons. tags rellevants: productivitat, tècnic, software. descripcions productes: accessoris per estudiar o programar","books_technical,tech_productivity"
"interessos: autocura, skincare. wishlist títols: aniversari. wishlist productes: crema mans, sals de bany, kit autocura, mitjons. tags rellevants: skincare, autocura, benestar, amazon. descripcions productes: rutines de benestar",wellbeing_selfcare
"hobbies: moda, benestar, autocura, outfits, joieria, estil. interessos: moda, benestar, autocura, outfits, joieria, estil. productes: crema mans, jaqueta, anell senzill, kit autocura, dessuadora, collaret. tags: moda, joieria, regal, skincare, collaret. notes: ","fashion_jewelry,fashion_clothing"
"hobbies: cinema, àudio, tecnologia, música, podcasts. wishlist productes: micròfon USB, DAC portàtil, auriculars bluetooth, barra de so, altaveu portàtil. tags rellevants: podcast, auriculars, bluetooth, audio. pressupost orientatiu: 25",tech_audio
"hobbies: restaurants, cuina, tastos. wishlist productes: sopar degustació, classe de cuina, tast de vins, brunch especial, pack sorpresa. tags rellevants: menjar, gastronomia, restaurant, idea. pressupost orientatiu: 15",experiences_food
"interessos principals: entrenament, fitness, força, gimnàs. descripcions wishlist: accessoris de gimnàs, material per entrenar a casa. wishlist productes: estoreta fitness, peses 3kg, guants de gimnàs, bossa petita. pressupost orientatiu: 75",sports_gym
"interessos principals: museus, exposicions, cinema, teatre. hobbies: museus, exposicions, cinema, teatre. interessos: museus, exposicions, cinema, teatre. wishlist productes: entrada museu, entrada teatre, sessió de cinema. tags rellevants: museu, cinema. descripcions productes: experiències culturals. pressupost orientatiu: 30",experiences_cultural
"hobbies: sèries, còmic, anime, Marvel. wishlist productes: samarreta Star Wars, Funko Pop, novel·la gràfica, còmic Marvel, volum manga, tassa Ghibli. tags rellevants: sèries, fandom, còmic, anime, merch. pressupost orientatiu: 100","books_comics,entertainment_merch"
"hobbies: entrenament, força, salut, gimnàs. wishlist productes: rodet massatge, estoreta fitness, guants de gimnàs, banda elàstica, ampolla fitness, peses 3kg, estoreta ioga. tags rellevants: entrenament, gim, fitness, força. pressupost orientatiu: 75","sports_gym,wellbeing_fitness"
"interessos principals: cinema, tecnologia. hobbies: cinema, tecnologia. interessos: cinema, tecnologia. wishlist productes: DAC portàtil, altaveu portàtil, micròfon USB, auriculars bluetooth, bossa petita. tags rellevants: bluetooth, podcast, so, auriculars, audio, accessori. descripcions productes: millorar la qualitat de so. pressupost orientatiu: 20",tech_audio
"skincare, rutines, benestar. coses que li agraden: caixa sorpresa, sals de bany, crema mans, set skincare. tags rellevants: idea, sorpresa, benestar, skincare, barat. ",wellbeing_selfcare
"interessos principals: outfits, moda, roba. descripcions wishlist: idees de roba per renovar armari, peces de roba que m'agraden. wishlist productes: jersei, jaqueta, dessuadora, camisa, espelma. pressupost orientatiu: 50",fashion_clothing
"wishlist productes: armilla running, ronyonera esportiva, mitjons tècnics, sabatilles running. descripcions wishlist: equipament per sortir a córrer. interessos principals: running, trail. pressupost orientatiu: 30",sports_running
"interessos principals: videojocs, consoles, gaming, Steam. descripcions wishlist: jocs que vull que em regalin, novetats per consola i PC. wishlist productes: joc de Nintendo Switch, DLC videojoc, Hollow Knight Silksong. pressupost orientatiu: 20",gaming_games
"interessos: gaming, fandom, videojocs. wishlist títols: cumple. wishlist productes: dessuadora Playstation, tassa videojocs, pòster gaming, samarreta Zelda, organitzador. tags rellevants: gaming, poster. descripcions productes: marxandatge de videojocs, roba i decoració gaming",gaming_merch
"interessos principals: futbol, esport. descripcions wishlist: material esportiu d'equip, regals relacionats amb el seu equip. wishlist productes: pilota futbol, bufanda equip, entrada partit, samarreta del Barça, llibre pendent. pressupost orientatiu: 75",sports_team
"interessos principals: fotografia mòbil, tecnologia, mòbils. hobbies: fotografia mòbil, tecnologia, mòbils. interessos: fotografia mòbil, tecnologia, mòbils. wishlist productes: carregador ràpid, suport de mòbil, cable USB-C, protector de pantalla, funda mòbil. tags rellevants: carregador, usb-c. descripcions productes: complements per carregar i protegir el mòbil. pressupost orientatiu: 30",tech_mobile
"hobbies: domòtica, informàtica. interessos: domòtica, informàtica. productes: pack sorpresa, localitzador bluetooth, mini impressora, powerbank. tags: . notes: petits dispositius tecnològics, regal orientatiu per si algu no sap que comprar, coses que m agraden pero no se exactament que comprar, idees per a l aniversari",tech_gadgets
"hobbies: accessoris, estil, moda. wishlist productes: bossa, bufanda, cartera, barret, cinturó. tags rellevants: moda, bossa, zara. pressupost orientatiu: 40",fashion_accessories
"interessos: gastronomia, cuinar, receptes. wishlist títols: coses que m'agraden. wishlist productes: paella antiadherent, davantal, motlle silicona, ganivet de cuina. tags rellevants: receptes, cuina, estris, accessori. descripcions productes: accessoris per cuinar millor",cooking_tools
"interessos principals: piscina, te. wishlist títols: idees regal, idees nadal. wishlist productes: mitjons, caixa sorpresa, tovallola microfibra, pull buoy, casquet de piscina, ulleres de natació, xocolata artesanal, cafè especialitat, oli d'oliva premium, pack gourmet. tags rellevants: menjar, aigua, nedar, amic invisible, gourmet, accessori. descripcions productes: coses que m agraden pero no se exactament que comprar, accessoris per piscina, material per entrenar natació, productes gourmet, regal orientatiu per si algu no sap que comprar, idees per a l aniversari. pressupost orientatiu: 15",sports_swimming
"interessos principals: salut, entrenament, ioga. hobbies: salut, entrenament, ioga. interessos: salut, entrenament, ioga. wishlist productes: guants de gimnàs, banda elàstica, ampolla fitness, bloc ioga, peses 3kg, caixa sorpresa. tags rellevants: pilates, entrenament, força, gim. descripcions productes: accessoris de gimnàs. pressupost orientatiu: 50","sports_gym,wellbeing_fitness"
"hobbies: senderisme, muntanya. wishlist productes: bastons de senderisme, motxilla trekking, jaqueta impermeable, botes de muntanya, mitjons. tags rellevants: senderisme, muntanya. pressupost orientatiu: 40",outdoor_hiking
"interessos principals: gastronomia, receptes, cuinar. hobbies: gastronomia, receptes, cuinar. interessos: gastronomia, receptes, cuinar. wishlist productes: ganivet de cuina, motlle silicona, paella antiadherent, targeta regal. tags rellevants: estris, cuina. descripcions productes: estris de cuina útils. pressupost orientatiu: 15",cooking_tools
"interessos principals: teatre, exposicions. descripcions wishlist: entrades per activitats culturals, experiències culturals. wishlist productes: sessió de cinema, entrada museu, entrada teatre. pressupost orientatiu: 50",experiences_cultural
"wishlist productes: mitjons tècnics, targeta regal, motxilla de viatge, sabatilles running, organitzador de maleta, adaptador universal, armilla running. descripcions wishlist: . interessos principals: running, viatjar, trail. pressupost orientatiu: 20",outdoor_travel
"interessos: receptes, cuinar. wishlist títols: llista regals, coses que m'agraden. wishlist productes: paella antiadherent, motlle silicona, ganivet de cuina. tags rellevants: receptes, cuina. descripcions productes: accessoris per cuinar millor",cooking_tools
"interessos: outfits, estil, roba. wishlist títols: idees regal, cumple, coses que m'agraden. wishlist productes: camisa, dessuadora, pantalons. tags rellevants: moda, estil, outfit, roba. descripcions productes: idees de roba per renovar armari, peces de roba que m'agraden",fashion_clothing
"interessos principals: gimnàs, força, fitness. wishlist títols: coses que m'agraden. wishlist productes: banda elàstica, guants de gimnàs, bossa petita, peses 3kg, estoreta fitness. tags rellevants: regal, fitness, idea, barat, força, gim, entrenament. descripcions productes: opcio flexible dins del pressupost, accessoris de gimnàs. pressupost orientatiu: 40",sports_gym
"moda, gastronomia, menjar, restaurants, te, cafè. coses que li agraden: xocolata artesanal, gorra, cafè especialitat, pack gourmet, clauer, sabatilles Nike, sneakers Adidas, oli d'oliva premium, sabates casual. tags rellevants: amic invisible, gourmet, barat, casa, sneakers, streetwear, sabates, menjar. idees de sneakers, experiències gastronòmiques","cooking_gourmet,fashion_sneakers"
"interessos: moda, roba, streetwear, sabates. wishlist títols: idees nadal, aniversari. wishlist productes: camisa, jersei, sabates casual, neteja sabatilles. tags rellevants: sneakers, moda, streetwear. descripcions productes: idees de sneakers, sabatilles i calçat, idees de roba per renovar armari","fashion_sneakers,fashion_clothing"
"interessos principals: adrenalina, aventura, outdoor. descripcions wishlist: experiències d'aventura. wishlist productes: via ferrada, bateig escalada, kayak, parc aventura. pressupost orientatiu: 30",experiences_adventure
"interessos principals: sortir, tecnologia. wishlist títols: idees regal, llista regals, coses que m'agraden. wishlist productes: sac de dormir, sensor de moviment, frontal LED, organitzador, cantimplora, targeta regal, llibre pendent, bombeta intel·ligent, altaveu intel·ligent, endoll intel·ligent, tenda de campanya. tags rellevants: acampada, camping, amazon, smart home, tenda, automatització. descripcions productes: dispositius per a la llar intel·ligent. pressupost orientatiu: 100","outdoor_camping,tech_smart_home"
"interessos: fitness, força. wishlist títols: cumple, idees nadal. wishlist productes: guants de gimnàs, banda elàstica, peses 3kg. tags rellevants: gim, força, fitness. descripcions productes: accessoris de gimnàs",sports_gym
"interessos principals: cuina, tastos, gastronomia. descripcions wishlist: experiències gastronòmiques, plans relacionats amb menjar. wishlist productes: sopar degustació, tast de vins, classe de cuina, brunch especial, gorra. pressupost orientatiu: 50",experiences_food
"interessos principals: descans, spa, desconnexió, relax. descripcions wishlist: coses per relaxar-se, regals per descansar. wishlist productes: manta suau, espelmes aromàtiques, coixí cervical, difusor aromes, mitjons. pressupost orientatiu: 100",wellbeing_relaxation
"interessos principals: running, road trips, trail, marató. wishlist títols: cumple, coses que m'agraden, idees regal. wishlist productes: adaptador universal, mitjons tècnics, sabatilles running, organitzador de maleta, armilla running, mapa rascable, motxilla de viatge. tags rellevants: running, viatge. descripcions productes: . pressupost orientatiu: 30","outdoor_travel,sports_running"
"hobbies: escapades, road trips, viatjar. wishlist productes: organitzador de maleta, adaptador universal, motxilla de viatge, tassa amistat. tags rellevants: travel, escapada, viatge, maleta. pressupost orientatiu: 75",outdoor_travel
"interessos principals: Steam, gadgets, gaming. descripcions wishlist: jocs que vull que em regalin, petits dispositius tecnològics, novetats per consola i PC. wishlist productes: mini impressora, localitzador bluetooth, targeta regal Steam, smartwatch, joc de Nintendo Switch, Hollow Knight Silksong. pressupost orientatiu: 100","gaming_games,tech_gadgets"
"interessos: PC gaming, gaming. wishlist títols: llista regals. wishlist productes: joc de Nintendo Switch, DLC videojoc, joc de PS5. tags rellevants: switch, videojocs. descripcions productes: novetats per consola i PC",gaming_games
"interessos principals: relax, desconnexió. hobbies: relax, desconnexió. interessos: relax, desconnexió. wishlist productes: difusor aromes, manta suau, coixí cervical. tags rellevants: descans, desconnexió, spa, relax. descripcions productes: coses per relaxar-se. pressupost orientatiu: 30",wellbeing_relaxation
"hobbies: benestar, skincare. wishlist productes: set skincare, crema mans, sals de bany, kit autocura. tags rellevants: benestar, skincare. pressupost orientatiu: 75",wellbeing_selfcare
"estil, manga, novel·la gràfica, anime. coses que li agraden: manga Berserk, barret, cartera, còmic Marvel, novel·la gràfica, cinturó, bossa, bufanda. tags rellevants: bossa, regal, cumple, anime. accessoris personals, opcio flexible dins del pressupost, còmics i manga pendents, novel·les gràfiques",fashion_accessories
"hobbies: cinema, anime, convencions, sèries. wishlist productes: saló del manga, sessió cinema, entrada Comic Con. tags rellevants: cinema, anime. pressupost orientatiu: 20",entertainment_events
"interessos principals: skincare, rutines, benestar, autocura. hobbies: skincare, rutines, benestar, autocura. interessos: skincare, rutines, benestar, autocura. wishlist productes: kit autocura, sals de bany, crema mans, set skincare, clauer. tags rellevants: autocura, skincare. descripcions productes: rutines de benestar, productes d'autocura. pressupost orientatiu: 20",wellbeing_selfcare
"interessos: manga, anime, Marvel, sèries. wishlist títols: idees regal, cumple, idees nadal. wishlist productes: novel·la gràfica, figura Marvel, pòster anime, manga Berserk, còmic Marvel. tags rellevants: sèries, merch, anime, comic, còmic, fandom. descripcions productes: còmics i manga pendents, figures i objectes de fandom, novel·les gràfiques","books_comics,entertainment_merch"
"interessos principals: aventura, adrenalina. hobbies: aventura, adrenalina. interessos: aventura, adrenalina. wishlist productes: parc aventura, via ferrada, bateig escalada, kayak. tags rellevants: adrenalina, activitat, aventura. descripcions productes: plans actius i diferents, experiències d'aventura. pressupost orientatiu: 15",experiences_adventure
"hobbies: domòtica, casa intel·ligent. wishlist productes: bombeta intel·ligent, sensor de moviment, altaveu intel·ligent, tassa amistat. tags rellevants: casa, domòtica, automatització, sorpresa. pressupost orientatiu: 100",tech_smart_home
"hobbies: anime, fandom, sèries, Star Wars, Marvel. wishlist productes: tassa Ghibli, pòster anime, samarreta Star Wars, Funko Pop. tags rellevants: anime, sèries. pressupost orientatiu: 50",entertainment_merch
"interessos principals: cinema, teatre, cultura, exposicions. descripcions wishlist: entrades per activitats culturals. wishlist productes: entrada museu, exposició immersiva, entrada teatre, sessió de cinema, caixa sorpresa. pressupost orientatiu: 40",experiences_cultural
"hobbies: novel·la gràfica, manga, còmic, anime. wishlist productes: manga Berserk, volum manga, novel·la gràfica, bossa petita. tags rellevants: comic, manga, còmic, casa. pressupost orientatiu: 100",books_comics
"interessos: àudio, tecnologia, podcasts, música. wishlist títols: wishlist, coses que m'agraden, idees nadal. wishlist productes: altaveu portàtil, auriculars bluetooth, micròfon USB. tags rellevants: so, bluetooth, auriculars. descripcions productes: accessoris per escoltar música i podcasts",tech_audio
"interessos principals: cuinar, receptes. hobbies: cuinar, receptes. interessos: cuinar, receptes. wishlist productes: ganivet de cuina, motlle silicona, davantal. tags rellevants: estris, cuina, receptes. descripcions productes: estris de cuina útils, accessoris per cuinar millor. pressupost orientatiu: 100",cooking_tools
"hobbies: teatre, gravel, bicicleta. interessos: teatre, gravel, bicicleta. productes: bossa petita, llum bicicleta, entrada teatre, organitzador, manual de productivitat, targeta regal. tags: teatre, smart home, ciclisme, domòtica, tècnic, casa, programació. notes: ","sports_cycling,tech_smart_home,books_technical"
"escapades, música, rutes, videojocs. coses que li agraden: tovallola microfibra, auriculars bluetooth, targeta regal, tassa videojocs, casquet de piscina, samarreta Zelda, micròfon USB. tags rellevants: . accessoris per piscina, accessoris útils per viatjar, accessoris per escoltar música i podcasts","sports_swimming,outdoor_travel,tech_audio"
"interessos principals: pilates, salut, ioga. descripcions wishlist: material per cuidar el cos. wishlist productes: estoreta ioga, rodet massatge, bloc ioga. pressupost orientatiu: 100",wellbeing_fitness
"wishlist productes: sessió cinema, exposició anime, bufanda equip, samarreta del Barça, entrada partit, entrada Comic Con, pilota futbol. descripcions wishlist: m agrada pero no es imprescindible, entrades per esdeveniments de fandom, regal orientatiu per si algu no sap que comprar. interessos principals: equip. pressupost orientatiu: 75",sports_team
"interessos principals: anime, Marvel, Star Wars, sèries. hobbies: anime, Marvel, Star Wars, sèries. interessos: anime, Marvel, Star Wars, sèries. wishlist productes: pòster anime, tassa Ghibli, figura Marvel, pack sorpresa. tags rellevants: anime, merch, sèries. descripcions productes: marxandatge de sèries i pel·lícules. pressupost orientatiu: 25",entertainment_merch
"hobbies: productivitat, programació, tecnologia. wishlist productes: suport de portàtil, llum d'escriptori, teclat mecànic, targeta regal. tags rellevants: productivitat, programació, setup, oficina. pressupost orientatiu: 30",tech_productivity
"nedar, natació, plans, amazon, zara. coses que li agraden: casquet de piscina, pull buoy, espelma, tovallola microfibra. tags rellevants: . ",sports_swimming
"hobbies: instagram, zara, Steam, plans, cuina, PC gaming. interessos: instagram, zara, Steam, plans, cuina, PC gaming. productes: sopar degustació, classe de cuina, pack gourmet, joc de PS5, brunch especial, joc de Nintendo Switch, bossa petita, targeta regal Steam. tags: . notes: productes gourmet, novetats per consola i PC, plans relacionats amb menjar, jocs que vull que em regalin","experiences_food,gaming_games"
"wishlist productes: targeta regal, manta suau, llibre pendent, samarreta Zelda, dessuadora Playstation, pòster gaming, caixa sorpresa, tassa videojocs, espelmes aromàtiques, difusor aromes. descripcions wishlist: coses per relaxar-se, marxandatge de videojocs, regals per descansar. interessos principals: relax, desconnexió, youtube, videojocs, netflix, fandom. pressupost orientatiu: 10","wellbeing_relaxation,gaming_merch"
"interessos principals: museus, teatre. hobbies: museus, teatre. interessos: museus, teatre. wishlist productes: entrada teatre, exposició immersiva, sessió de cinema, entrada museu, bossa petita. tags rellevants: museu, teatre, cultura, cinema. descripcions productes: experiències culturals, entrades per activitats culturals. pressupost orientatiu: 15",experiences_cultural
"adrenalina, outdoor, aventura, escapades. coses que li agraden: bateig escalada, parc aventura, via ferrada. tags rellevants: . experiències d'aventura, m agrada pero no es imprescindible, idees per a l aniversari, coses que m agraden pero no se exactament que comprar",experiences_adventure
